DY
5564
10
INTEGER;CATEGORICAL;STRING;INTEGER;INTEGER;INTEGER;INTEGER;INTEGER;INTEGER;INTEGER
#;UF;Município;Pop. 2000;Homens;Mulheres;Pop. Urbana;Pop. Rural;Pop. 2010;Bolsa Família
2334;MINAS GERAIS;SARZEDO;17274;12869;12929;25516;282;25798;606768
2335;MINAS GERAIS;SEM-PEIXE;3170;1404;1443;1507;1340;2847;303800
2336;MINAS GERAIS;SENADOR AMARAL;5128;2779;2446;3107;2118;5225;567732
2337;MINAS GERAIS;SENADOR CORTES;2000;980;1000;1512;468;1980;146081
2338;MINAS GERAIS;SENADOR FIRMINO;6598;3653;3577;4683;2547;7230;786448
2339;MINAS GERAIS;SENADOR JOSÉ BENTO;2371;1005;863;683;1185;1868;93891
2340;MINAS GERAIS;SENADOR MODESTINO GONÇALVES;5190;2315;2259;1803;2771;4574;732897
2341;MINAS GERAIS;SENHORA DE OLIVEIRA;5643;2852;2837;3262;2427;5689;596998
2342;MINAS GERAIS;SENHORA DO PORTO;3520;1766;1727;1284;2209;3493;475696
2343;MINAS GERAIS;SENHORA DOS REMÉDIOS;10024;5155;5047;3435;6767;10202;1114709
2344;MINAS GERAIS;SERICITA;6990;3644;3481;3718;3407;7125;794189
2345;MINAS GERAIS;SERITINGA;1738;917;873;1483;307;1790;79651
2346;MINAS GERAIS;SERRA AZUL DE MINAS;4197;2121;2099;1710;2510;4220;595204
2347;MINAS GERAIS;SERRA DA SAUDADE;873;431;384;527;288;815;27639
2348;MINAS GERAIS;SERRA DO SALITRE;9390;5412;5129;7751;2790;10541;965623
2349;MINAS GERAIS;SERRA DOS AIMORÉS;8182;4174;4245;6780;1639;8419;962077
2350;MINAS GERAIS;SERRANIA;7504;3803;3737;6574;966;7540;538670
2351;MINAS GERAIS;SERRANÓPOLIS DE MINAS;4038;2231;2194;1728;2697;4425;716902
2352;MINAS GERAIS;SERRANOS;2071;1001;995;1543;453;1996;200115
2353;MINAS GERAIS;SERRO;21012;10367;10466;12895;7938;20833;2090452
2354;MINAS GERAIS;SETE LAGOAS;184871;103912;110159;208879;5192;214071;7701846
2355;MINAS GERAIS;SETUBINHA;9291;5350;5535;2802;8083;10885;1796488
2356;MINAS GERAIS;SILVEIRÂNIA;2138;1148;1044;1429;763;2192;154821
2357;MINAS GERAIS;SILVIANÓPOLIS;5855;3129;2900;3647;2382;6029;292010
2358;MINAS GERAIS;SIMÃO PEREIRA;2479;1247;1290;1496;1041;2537;199838
2359;MINAS GERAIS;SIMONÉSIA;16875;9460;8842;7114;11188;18302;1674166
2360;MINAS GERAIS;SOBRÁLIA;6284;2855;2973;4126;1702;5828;735878
2361;MINAS GERAIS;SOLEDADE DE MINAS;5155;2842;2836;3765;1913;5678;252998
2362;MINAS GERAIS;TABULEIRO;4572;2045;2031;2701;1375;4076;345691
2363;MINAS GERAIS;TAIOBEIRAS;27347;15108;15786;25042;5852;30894;3649383
2364;MINAS GERAIS;TAPARUBA;3225;1616;1521;1405;1732;3137;457303
2365;MINAS GERAIS;TAPIRA;3327;2205;1897;2744;1358;4102;155256
2366;MINAS GERAIS;TAPIRAÍ;1900;1002;871;1085;788;1873;68883
2367;MINAS GERAIS;TAQUARAÇU DE MINAS;3491;2026;1766;1753;2039;3792;419362
2368;MINAS GERAIS;TARUMIRIM;14488;7102;7192;8019;6275;14294;1781805
2369;MINAS GERAIS;TEIXEIRAS;11149;5538;5808;7605;3741;11346;977073
2370;MINAS GERAIS;TEÓFILO OTONI;129424;64447;70286;110059;24674;134733;10195832
2371;MINAS GERAIS;TIMÓTEO;71478;39129;41990;81003;116;81119;2579295
2372;MINAS GERAIS;TIRADENTES;5759;3458;3544;5404;1598;7002;336418
2373;MINAS GERAIS;TIROS;7571;3537;3369;4815;2091;6906;397800
2374;MINAS GERAIS;TOCANTINS;15005;7906;7933;12926;2913;15839;991033
2375;MINAS GERAIS;TOCOS DO MOJI;3821;2145;1805;1018;2932;3950;164567
2376;MINAS GERAIS;TOLEDO;5222;3039;2722;2190;3571;5761;407848
2377;MINAS GERAIS;TOMBOS;11652;4786;4756;7607;1935;9542;551579
2378;MINAS GERAIS;TRÊS CORAÇÕES;65291;36115;36681;65851;6945;72796;4169395
2379;MINAS GERAIS;TRÊS MARIAS;23568;14074;14241;26838;1477;28315;1510108
2380;MINAS GERAIS;TRÊS PONTAS;51024;26688;27137;46242;7583;53825;2820306
2381;MINAS GERAIS;TUMIRITINGA;5831;3196;3095;4323;1968;6291;773024
2382;MINAS GERAIS;TUPACIGUARA;23117;12083;12102;22045;2140;24185;2032833
2383;MINAS GERAIS;TURMALINA;15655;9161;8885;12913;5133;18046;1797453
2384;MINAS GERAIS;TURVOLÂNDIA;4243;2410;2248;2910;1748;4658;424760
2385;MINAS GERAIS;UBÁ;85065;50246;51220;97599;3867;101466;3627652
2386;MINAS GERAIS;UBAÍ;10774;5978;5699;5665;6012;11677;1618888
2387;MINAS GERAIS;UBAPORANGA;11682;6085;5955;6434;5606;12040;1342290
2388;MINAS GERAIS;UBERABA;252051;144473;151527;289408;6592;296000;5367376
2389;MINAS GERAIS;UBERLÂNDIA;501214;293115;307170;583879;16406;600285;9840619
2390;MINAS GERAIS;UMBURATIBA;2872;1394;1306;1552;1148;2700;370465
2391;MINAS GERAIS;UNAÍ;70033;39305;38285;62364;15226;77590;3134433
2392;MINAS GERAIS;UNIÃO DE MINAS;4638;2415;2009;2731;1693;4424;209026
2393;MINAS GERAIS;URUANA DE MINAS;3263;1627;1611;1821;1417;3238;447461
2394;MINAS GERAIS;URUCÂNIA;10375;5085;5206;7946;2345;10291;600128
2395;MINAS GERAIS;URUCUIA;9615;7031;6574;6166;7439;13605;1492247
2396;MINAS GERAIS;VARGEM ALEGRE;6544;3290;3167;4769;1688;6457;784214
2397;MINAS GERAIS;VARGEM BONITA;2212;1145;1018;1142;1021;2163;158144
2398;MINAS GERAIS;VARGEM GRANDE DO RIO PARDO;4457;2428;2305;2421;2312;4733;703957
2399;MINAS GERAIS;VARGINHA;108998;59975;63145;119099;4021;123120;1710344
2400;MINAS GERAIS;VARJÃO DE MINAS;4701;3181;2884;5030;1035;6065;515926
2401;MINAS GERAIS;VÁRZEA DA PALMA;31641;18144;17660;31317;4487;35804;3110145
2402;MINAS GERAIS;VARZELÂNDIA;19169;9769;9357;8906;10220;19126;3098700
2403;MINAS GERAIS;VAZANTE;18928;9928;9793;15924;3797;19721;1503608
2404;MINAS GERAIS;VERDELÂNDIA;7179;4276;4074;4764;3586;8350;1278100
2405;MINAS GERAIS;VEREDINHA;5257;2879;2654;3757;1776;5533;716252
2406;MINAS GERAIS;VERÍSSIMO;2874;1776;1690;2037;1429;3466;182924
2407;MINAS GERAIS;VERMELHO NOVO;4572;2428;2261;1852;2837;4689;586527
2408;MINAS GERAIS;VESPASIANO;76422;51095;53517;104612;0;104612;4905065
2409;MINAS GERAIS;VIÇOSA;64854;34988;37256;67337;4907;72244;3738815
2410;MINAS GERAIS;VIEIRAS;3952;1897;1835;1854;1878;3732;287764
2411;MINAS GERAIS;VIRGEM DA LAPA;13672;6757;6868;6842;6783;13625;1921125
2412;MINAS GERAIS;VIRGÍNIA;8699;4308;4318;3936;4690;8626;993995
2413;MINAS GERAIS;VIRGINÓPOLIS;10827;5212;5360;6210;4362;10572;788398
2414;MINAS GERAIS;VIRGOLÂNDIA;6112;2790;2869;3400;2259;5659;863876
2415;MINAS GERAIS;VISCONDE DO RIO BRANCO;32598;18702;19250;31397;6555;37952;2058896
2416;MINAS GERAIS;VOLTA GRANDE;4919;2470;2593;3802;1261;5063;459413
2417;MINAS GERAIS;WENCESLAU BRAZ;2596;1288;1265;1270;1283;2553;164521
2418;PARÁ;ABAETETUBA;119152;71612;69442;82950;58104;141054;20789967
2419;PARÁ;ABEL FIGUEIREDO;5957;3542;3250;6046;746;6792;901997
2420;PARÁ;ACARÁ;52126;28139;25466;12625;40980;53605;7634502
2421;PARÁ;AFUÁ;29505;18449;16568;9478;25539;35017;5431486
2422;PARÁ;ÁGUA AZUL DO NORTE;22084;13618;11443;4876;20185;25061;3334712
2423;PARÁ;ALENQUER;41784;27086;25628;27774;24940;52714;8717259
2424;PARÁ;ALMEIRIM;33957;17502;16163;19972;13693;33665;3405534
2425;PARÁ;ALTAMIRA;77439;52814;52216;90068;14962;105030;8884177
2426;PARÁ;ANAJÁS;18322;12968;11803;9492;15279;24771;4623011
2427;PARÁ;ANANINDEUA;393569;226537;245207;470590;1154;471744;39295477
2428;PARÁ;ANAPU;9407;10965;9528;9840;10653;20493;3239988
2429;PARÁ;AUGUSTO CORRÊA;33011;20994;19505;18237;22262;40499;7042500
2430;PARÁ;AURORA DO PARÁ;19728;13630;12949;8174;18405;26579;3765844
2431;PARÁ;AVEIRO;15518;8319;7448;3182;12585;15767;2853685
2432;PARÁ;BAGRE;13708;12136;11719;10652;13203;23855;3065568
2433;PARÁ;BAIÃO;21119;19450;17457;18555;18352;36907;4871732
2434;PARÁ;BANNACH;3780;1849;1585;1284;2150;3434;363474
2435;PARÁ;BARCARENA;63268;50379;49421;36357;63443;99800;9932416
2436;PARÁ;BELÉM;1280614;658188;733843;1380836;11195;1392031;88137289
2437;PARÁ;BELTERRA;14594;8483;7841;6853;9471;16324;2465564
2438;PARÁ;BENEVIDES;35546;25824;25839;28907;22756;51663;5843594
2439;PARÁ;BOM JESUS DO TOCANTINS;13106;8028;7218;8160;7086;15246;1899194
2440;PARÁ;BONITO;9814;7114;6516;3827;9803;13630;1682419
2441;PARÁ;BRAGANÇA;93779;57244;55921;72595;40570;113165;18210695
2442;PARÁ;BRASIL NOVO;17193;9627;8333;6912;11048;17960;1897205
2443;PARÁ;BREJO GRANDE DO ARAGUAIA;7464;3836;3488;4320;3004;7324;1307632
2444;PARÁ;BREU BRANCO;32446;27090;25407;29303;23194;52497;8054028
2445;PARÁ;BREVES;80158;47780;45085;46561;46304;92865;13718452
2446;PARÁ;BUJARU;21032;13338;12362;8099;17601;25700;4380045
2447;PARÁ;CACHOEIRA DO ARARI;15783;10552;9908;7365;13095;20460;2885806
2448;PARÁ;CACHOEIRA DO PIRIÁ;15437;13710;12766;5523;20953;26476;3335109
2449;PARÁ;CAMETÁ;97624;62023;58881;52846;68058;120904;18838053
2450;PARÁ;CANAÃ DOS CARAJÁS;10922;13589;13138;20738;5989;26727;2568815
2451;PARÁ;CAPANEMA;57119;31496;32132;50736;12892;63628;8778473
2452;PARÁ;CAPITÃO POÇO;49769;26618;25281;21447;30452;51899;9404322
2453;PARÁ;CASTANHAL;134496;84421;88675;153321;19775;173096;19454319
2454;PARÁ;CHAVES;17350;11216;9922;2500;18638;21138;2431179
2455;PARÁ;COLARES;10632;5881;5501;3662;7720;11382;1746917
2456;PARÁ;CONCEIÇÃO DO ARAGUAIA;43386;23313;22217;32452;13078;45530;5825189
2457;PARÁ;CONCÓRDIA DO PARÁ;20956;14591;13630;15091;13130;28221;3742703
2458;PARÁ;CUMARU DO NORTE;5978;6087;4391;2737;7741;10478;1502772
2459;PARÁ;CURIONÓPOLIS;19486;9672;8623;12528;5767;18295;3174357
2460;PARÁ;CURRALINHO;20016;15073;13509;10938;17644;28582;4557420
2461;PARÁ;CURUÁ;9224;6456;5806;5781;6481;12262;2124304
2462;PARÁ;CURUÇÁ;26160;17647;16843;12210;22280;34490;5326476
2463;PARÁ;DOM ELISEU;39529;26629;24689;32517;18801;51318;5093009
2464;PARÁ;ELDORADO DOS CARAJÁS;29608;16800;14945;16589;15156;31745;3958672
2465;PARÁ;FARO;10037;4240;3941;6140;2041;8181;1610265
2466;PARÁ;FLORESTA DO ARAGUAIA;14284;9549;8276;8736;9089;17825;2731218
2467;PARÁ;GARRAFÃO DO NORTE;24221;13112;11939;8614;16437;25051;4735009
2468;PARÁ;GOIANÉSIA DO PARÁ;22685;15750;14687;21083;9354;30437;4048503
2469;PARÁ;GURUPÁ;23098;15402;13658;9580;19480;29060;3600912
2470;PARÁ;IGARAPÉ-AÇU;32400;18082;17761;21210;14633;35843;4906305
2471;PARÁ;IGARAPÉ-MIRI;52604;29661;28362;26209;31814;58023;9758668
2472;PARÁ;INHANGAPI;7681;5190;4874;2769;7295;10064;1249866
2473;PARÁ;IPIXUNA DO PARÁ;25138;26944;24439;12228;39155;51383;5262498
2474;PARÁ;IRITUIA;30518;16288;15094;6509;24873;31382;4741584
2475;PARÁ;ITAITUBA;94750;49612;47731;70602;26741;97343;14653657
2476;PARÁ;ITUPIRANGA;49655;27033;24225;20478;30780;51258;6590800
2477;PARÁ;JACAREACANGA;24024;8009;6031;4933;9107;14040;2183680
2478;PARÁ;JACUNDÁ;40546;25770;25605;45702;5673;51375;6556574
2479;PARÁ;JURUTI;31198;24615;22508;15843;31280;47123;4988831
2480;PARÁ;LIMOEIRO DO AJURU;19564;13119;11909;6198;18830;25028;3977923
2481;PARÁ;MÃE DO RIO;25351;13741;14151;23036;4856;27892;3830933
2482;PARÁ;MAGALHÃES BARATA;7693;4258;3857;3795;4320;8115;1292881
2483;PARÁ;MARABÁ;168020;118148;115314;186122;47340;233462;19287343
2484;PARÁ;MARACANÃ;27571;14694;13682;11659;16717;28376;4776545
2485;PARÁ;MARAPANIM;24718;13864;12741;11711;14894;26605;4288592
2486;PARÁ;MARITUBA;74429;53880;54371;107129;1122;108251;13188706
2487;PARÁ;MEDICILÂNDIA;21379;14966;12476;9622;17820;27442;3559755
2488;PARÁ;MELGAÇO;21064;13208;11581;5499;19290;24789;3682877
2489;PARÁ;MOCAJUBA;20542;13756;12989;18297;8448;26745;4389602
2490;PARÁ;MOJU;52941;36624;33297;25118;44803;69921;10124396
2491;PARÁ;MONTE ALEGRE;61334;28487;26972;24575;30884;55459;9844863
2492;PARÁ;MUANÁ;25467;17916;16321;14523;19714;34237;4474735
2493;PARÁ;NOVA ESPERANÇA DO PIRIÁ;18893;10645;9514;7972;12187;20159;3731324
2494;PARÁ;NOVA IPIXUNA;11866;7729;6916;7724;6921;14645;1982820
2495;PARÁ;NOVA TIMBOTEUA;11406;7080;6580;5517;8143;13660;1836958
2496;PARÁ;NOVO PROGRESSO;24948;13413;11693;17705;7401;25106;1563606
2497;PARÁ;NOVO REPARTIMENTO;41817;32768;29356;28065;34059;62124;8267205
2498;PARÁ;ÓBIDOS;46490;25500;23754;25414;23840;49254;6969476
2499;PARÁ;OEIRAS DO PARÁ;23255;15017;13578;11432;17163;28595;4667196
2500;PARÁ;ORIXIMINÁ;48332;31794;31169;40182;22781;62963;7379797
2501;PARÁ;OURÉM;14397;8440;7856;7438;8858;16296;2606626
2502;PARÁ;OURILÂNDIA DO NORTE;19471;14379;13185;19931;7633;27564;2254262
2503;PARÁ;PACAJÁ;28888;21599;18453;13752;26300;40052;6383021
2504;PARÁ;PALESTINA DO PARÁ;7544;3883;3604;4572;2915;7487;1432747
2505;PARÁ;PARAGOMINAS;76450;49263;48525;76478;21310;97788;11963721
2506;PARÁ;PARAUAPEBAS;71568;77866;76076;138769;15173;153942;8422577
2507;PARÁ;PAU D'ARCO;7124;3176;2853;3641;2388;6029;1095802
2508;PARÁ;PEIXE-BOI;7760;4047;3821;4184;3684;7868;1285201
2509;PARÁ;PIÇARRA;12671;6778;5925;3581;9122;12703;2070926
2510;PARÁ;PLACAS;13394;12562;11368;4856;19074;23930;2680870
2511;PARÁ;PONTA DE PEDRAS;18694;13379;12610;12429;13560;25989;3773615
2512;PARÁ;PORTEL;38043;26817;25349;24846;27320;52166;6900142
2513;PARÁ;PORTO DE MOZ;23545;17612;16339;14586;19365;33951;4418138
2514;PARÁ;PRAINHA;27301;15475;13790;8954;20311;29265;4861747
2515;PARÁ;PRIMAVERA;9718;5303;4965;6395;3873;10268;1779690
2516;PARÁ;QUATIPURU;10905;6461;5950;5313;7098;12411;2149263
2517;PARÁ;REDENÇÃO;63251;37944;37561;69994;5511;75505;6838833
2518;PARÁ;RIO MARIA;17498;9174;8548;13536;4186;17722;1415338
2519;PARÁ;RONDON DO PARÁ;39870;24276;22698;34704;12270;46974;5439206
2520;PARÁ;RURÓPOLIS;24660;20870;19198;15275;24793;40068;3431430
2521;PARÁ;SALINÓPOLIS;33449;19097;18333;33400;4030;37430;4132927
2522;PARÁ;SALVATERRA;15118;10292;9892;12681;7503;20184;2809673
2523;PARÁ;SANTA BÁRBARA DO PARÁ;11378;8763;8391;5456;11698;17154;1974092
2524;PARÁ;SANTA CRUZ DO ARARI;5255;4145;4018;4001;4162;8163;775019
2525;PARÁ;SANTA ISABEL DO PARÁ;43227;31174;28302;42996;16480;59476;7013464
2526;PARÁ;SANTA LUZIA DO PARÁ;19400;9882;9540;8691;10731;19422;3285930
2527;PARÁ;SANTA MARIA DAS BARREIRAS;10955;9489;7709;6351;10847;17198;2851120
2528;PARÁ;SANTA MARIA DO PARÁ;20850;11493;11540;13335;9698;23033;4023555
2529;PARÁ;SANTANA DO ARAGUAIA;31218;29743;26389;29651;26481;56132;3105060
2530;PARÁ;SANTARÉM;262538;145651;149123;215947;78827;294774;29562866
2531;PARÁ;SANTARÉM NOVO;5434;3214;2931;1813;4332;6145;1015705
2532;PARÁ;SANTO ANTÔNIO DO TAUÁ;19835;13440;13233;14873;11800;26673;4090033
2533;PARÁ;SÃO CAETANO DE ODIVELAS;15595;8806;8085;6958;9933;16891;2597313
2534;PARÁ;SÃO DOMINGOS DO ARAGUAIA;20005;11922;11218;15262;7878;23140;3547625
2535;PARÁ;SÃO DOMINGOS DO CAPIM;27405;15738;14089;6599;23228;29827;4757123
2536;PARÁ;SÃO FÉLIX DO XINGU;34621;48650;42643;45134;46159;91293;5581908
2537;PARÁ;SÃO FRANCISCO DO PARÁ;14245;7847;7349;5206;9990;15196;1744838
2538;PARÁ;SÃO GERALDO DO ARAGUAIA;27646;13077;12507;13601;11983;25584;4088186
2539;PARÁ;SÃO JOÃO DA PONTA;4035;2739;2526;1031;4234;5265;766307
2540;PARÁ;SÃO JOÃO DE PIRABAS;17484;10763;9881;10486;10158;20644;3739116
2541;PARÁ;SÃO JOÃO DO ARAGUAIA;12247;7132;6017;2583;10566;13149;1963481
2542;PARÁ;SÃO MIGUEL DO GUAMÁ;41366;25996;25531;31852;19675;51527;7341767
2543;PARÁ;SÃO SEBASTIÃO DA BOA VISTA;17664;11831;11059;9907;12983;22890;4085531
2544;PARÁ;SAPUCAIA;3796;2710;2337;3325;1722;5047;507087
2545;PARÁ;SENADOR JOSÉ PORFÍRIO;15721;6968;6030;6475;6523;12998;2463744
2546;PARÁ;SOURE;19958;11477;11518;21009;1986;22995;3127913
2547;PARÁ;TAILÂNDIA;38435;40991;38308;58715;20584;79299;9203328
2548;PARÁ;TERRA ALTA;8261;5272;4982;4334;5920;10254;1759396
2549;PARÁ;TERRA SANTA;14592;8794;8158;10340;6612;16952;2562786
2550;PARÁ;TOMÉ-AÇU;47273;29327;27187;31646;24868;56514;8459555
2551;PARÁ;TRACUATEUA;22743;14329;13137;7266;20200;27466;4578945
2552;PARÁ;TRAIRÃO;14042;9154;7731;5687;11198;16885;2137260
2553;PARÁ;TUCUMÃ;25309;17448;16203;26862;6789;33651;2856803
2554;PARÁ;TUCURUÍ;73798;48381;48728;92433;4676;97109;10918636
2555;PARÁ;ULIANÓPOLIS;19254;22208;21137;28529;14816;43345;4155294
2556;PARÁ;URUARÁ;45201;23604;21116;24405;20315;44720;5526110
2557;PARÁ;VIGIA;40176;24555;23347;32362;15540;47902;6628627
2558;PARÁ;VISEU;51090;29794;26887;18392;38289;56681;10375263
2559;PARÁ;VITÓRIA DO XINGU;11142;7294;6186;5361;8119;13480;1328642
2560;PARÁ;XINGUARA;35220;20572;20001;31492;9081;40573;3050478
2561;PARAÍBA;ÁGUA BRANCA;8377;4720;4729;4061;5388;9449;1663643
2562;PARAÍBA;AGUIAR;5638;2706;2824;2701;2829;5530;1105888
2563;PARAÍBA;ALAGOA GRANDE;29169;13862;14620;17532;10950;28482;4592163
2564;PARAÍBA;ALAGOA NOVA;18575;9764;9922;9797;9889;19686;2805160
2565;PARAÍBA;ALAGOINHA;11833;6706;6871;9033;4544;13577;2256577
2566;PARAÍBA;ALCANTIL;4958;2626;2613;2064;3175;5239;821082
2567;PARAÍBA;ALGODÃO DE JANDAÍRA;2209;1218;1148;1231;1135;2366;521672
2568;PARAÍBA;ALHANDRA;15914;8863;9138;11146;6855;18001;3187461
2569;PARAÍBA;AMPARO;1886;1047;1041;1062;1026;2088;380706
2570;PARAÍBA;APARECIDA;5894;3796;3880;3638;4038;7676;1261385
2571;PARAÍBA;ARAÇAGI;18095;8574;8650;6804;10420;17224;2884751
2572;PARAÍBA;ARARA;11530;6074;6579;8924;3729;12653;1998475
2573;PARAÍBA;ARARUNA;16605;9328;9558;9330;9556;18886;3036668
2574;PARAÍBA;AREIA;26131;11668;12169;14602;9235;23837;3690032
2575;PARAÍBA;AREIA DE BARAÚNAS;2104;963;964;1017;910;1927;404228
2576;PARAÍBA;AREIAL;6039;3060;3410;4600;1870;6470;937952
2577;PARAÍBA;AROEIRAS;19520;9227;9862;9538;9551;19089;3425252
2578;PARAÍBA;ASSUNÇÃO;2960;1779;1743;2846;676;3522;586161
2579;PARAÍBA;BAÍA DA TRAIÇÃO;6483;4035;3972;3091;4916;8007;1442579
2580;PARAÍBA;BANANEIRAS;21810;10786;11068;8667;13187;21854;3612469
2581;PARAÍBA;BARAÚNA;3169;2111;2111;3189;1033;4222;688287
2582;PARAÍBA;BARRA DE SANTA ROSA;13127;7087;7073;7959;6201;14160;2343893
2583;PARAÍBA;BARRA DE SANTANA;8311;4146;4059;731;7474;8205;1084179
2584;PARAÍBA;BARRA DE SÃO MIGUEL;5162;2918;2693;2364;3247;5611;1049151
2585;PARAÍBA;BAYEUX;87561;47753;52005;98834;924;99758;11278775
2586;PARAÍBA;BELÉM;16605;8344;8739;14102;2981;17083;2680741
2587;PARAÍBA;BELÉM DO BREJO DO CRUZ;7011;3607;3536;5260;1883;7143;1357442
2588;PARAÍBA;BERNARDINO BATISTA;2559;1476;1599;858;2217;3075;657101
2589;PARAÍBA;BOA VENTURA;6588;2899;2852;3522;2229;5751;1100815
2590;PARAÍBA;BOA VISTA;4983;3084;3140;3205;3019;6224;767150
2591;PARAÍBA;BOM JESUS;2193;1221;1178;991;1408;2399;446027
2592;PARAÍBA;BOM SUCESSO;5285;2477;2560;2030;3007;5037;1015678
2593;PARAÍBA;BONITO DE SANTA FÉ;9230;5351;5455;7401;3405;10806;1677462
2594;PARAÍBA;BOQUEIRÃO;15867;8325;8564;12008;4881;16889;2571753
2595;PARAÍBA;BORBOREMA;4730;2558;2553;3732;1379;5111;832927
2596;PARAÍBA;BREJO DO CRUZ;11868;6510;6613;9898;3225;13123;2212618
2597;PARAÍBA;BREJO DOS SANTOS;5948;3091;3106;4631;1566;6197;1161028
2598;PARAÍBA;CAAPORÃ;18441;10091;10272;17549;2814;20363;3110500
2599;PARAÍBA;CABACEIRAS;4290;2495;2540;2217;2818;5035;745039
2600;PARAÍBA;CABEDELO;42832;27623;30303;57918;8;57926;5071242
2601;PARAÍBA;CACHOEIRA DOS ÍNDIOS;7834;4820;4726;3403;6143;9546;1294810
2602;PARAÍBA;CACIMBA DE AREIA;3577;1779;1778;1674;1883;3557;673428
2603;PARAÍBA;CACIMBA DE DENTRO;16817;8219;8536;9164;7591;16755;3105775
2604;PARAÍBA;CACIMBAS;6979;3284;3530;1641;5173;6814;1381108
2605;PARAÍBA;CAIÇARA;7325;3619;3601;5190;2030;7220;1210401
2606;PARAÍBA;CAJAZEIRAS;54715;27930;30507;47489;10948;58437;8809171
2607;PARAÍBA;CAJAZEIRINHAS;2848;1548;1485;1000;2033;3033;616977
2608;PARAÍBA;CALDAS BRANDÃO;5155;2803;2834;3224;2413;5637;968369
2609;PARAÍBA;CAMALAÚ;5516;2841;2908;2887;2862;5749;1177692
2610;PARAÍBA;CAMPINA GRANDE;355331;182249;203027;367278;17998;385276;35186619
2611;PARAÍBA;CAPIM;4180;2815;2786;4106;1495;5601;931808
2612;PARAÍBA;CARAÚBAS;3401;1972;1927;1517;2382;3899;658810
2613;PARAÍBA;CARRAPATEIRA;2160;1247;1131;1713;665;2378;415295
2614;PARAÍBA;CASSERENGUE;6568;3549;3509;3458;3600;7058;1153582
2615;PARAÍBA;CATINGUEIRA;4748;2413;2399;2884;1928;4812;879611
2616;PARAÍBA;CATOLÉ DO ROCHA;26641;14038;14728;21327;7439;28766;4552930
2617;PARAÍBA;CATURITÉ;4183;2301;2245;1025;3521;4546;732021
2618;PARAÍBA;CONCEIÇÃO;17931;9121;9245;11436;6930;18366;3073378
2619;PARAÍBA;CONDADO;6495;3217;3370;4564;2023;6587;1338668
2620;PARAÍBA;CONDE;16413;10773;10645;14495;6923;21418;3246899
2621;PARAÍBA;CONGO;4602;2380;2312;2944;1748;4692;847668
2622;PARAÍBA;COREMAS;15130;7419;7730;11419;3730;15149;2685818
2623;PARAÍBA;COXIXOLA;1422;916;855;782;989;1771;291334
2624;PARAÍBA;CRUZ DO ESPÍRITO SANTO;14081;8093;8164;7440;8817;16257;2590144
2625;PARAÍBA;CUBATI;6388;3392;3476;4772;2096;6868;1147168
2626;PARAÍBA;CUITÉ;19946;9818;10132;13462;6488;19950;3382178
2627;PARAÍBA;CUITÉ DE MAMANGUAPE;6124;3099;3099;2065;4133;6198;1166638
2628;PARAÍBA;CUITEGI;7254;3389;3500;5608;1281;6889;1266853
2629;PARAÍBA;CURRAL DE CIMA;5323;2632;2582;473;4741;5214;925196
2630;PARAÍBA;CURRAL VELHO;2558;1305;1200;1410;1095;2505;464037
2631;PARAÍBA;DAMIÃO;3645;2460;2440;2278;2622;4900;776049
2632;PARAÍBA;DESTERRO;7701;3893;4098;4889;3102;7991;1558973
2633;PARAÍBA;DIAMANTE;6920;3331;3285;3818;2798;6616;1139030
2634;PARAÍBA;DONA INÊS;10227;5277;5240;4655;5862;10517;1844350
2635;PARAÍBA;DUAS ESTRADAS;3818;1790;1850;2841;799;3640;654426
2636;PARAÍBA;EMAS;3061;1673;1644;2132;1185;3317;628113
2637;PARAÍBA;ESPERANÇA;28166;15154;15941;21631;9464;31095;4241245
2638;PARAÍBA;FAGUNDES;11892;5609;5800;5467;5942;11409;2216231
2639;PARAÍBA;FREI MARTINHO;2923;1468;1465;1807;1126;2933;422111
2640;PARAÍBA;GADO BRAVO;8521;4133;4243;908;7468;8376;1361033
2641;PARAÍBA;GUARABIRA;51482;26699;28641;48974;6366;55340;6274545
2642;PARAÍBA;GURINHÉM;13182;6920;6952;5795;8077;13872;2245961
2643;PARAÍBA;GURJÃO;2789;1550;1609;2128;1031;3159;419902
2644;PARAÍBA;IBIARA;6383;3035;2996;3686;2345;6031;1111276
2645;PARAÍBA;IGARACY;6307;3018;3138;4121;2035;6156;1254509
2646;PARAÍBA;IMACULADA;11577;5707;5645;5063;6289;11352;1856428
2647;PARAÍBA;INGÁ;17473;8838;9342;11599;6581;18180;2995725
2648;PARAÍBA;ITABAIANA;25207;11850;12633;19733;4750;24483;3932575
2649;PARAÍBA;ITAPORANGA;21123;11392;11803;17632;5563;23195;3505241
2650;PARAÍBA;ITAPOROROCA;14633;8561;8437;10857;6141;16998;2486224
2651;PARAÍBA;ITATUBA;9374;5049;5152;5955;4246;10201;1717335
2652;PARAÍBA;JACARAÚ;14117;6924;7028;8042;5910;13952;2383449
2653;PARAÍBA;JERICÓ;7416;3693;3845;4729;2809;7538;1343645
2654;PARAÍBA;JOÃO PESSOA;597934;337745;385769;720789;2725;723514;62275694
2655;PARAÍBA;JUAREZ TÁVORA;7081;3641;3818;5852;1607;7459;1304126
2656;PARAÍBA;JUAZEIRINHO;14873;8366;8410;9124;7652;16776;2526230
