"V1";"V2";"V3";"V4";"V5";"sil"
0.676923076923077;-0.197568389057751;-0.241094863142107;-0.141709695926563;-0.215460175101431;0.658410366246224
0.695526695526695;-0.0754234579737935;-0.169230769230769;-0.137135474344777;-0.215460175101431;0.670186933168101
0.712369597615499;-0.176767676767677;-0.12;-0.19;-0.125925925925926;0.697550505491302
0.727272727272727;-0.209677419354839;-0.159420289855072;-0.166666666666666;-0.114503816793893;0.713949613485585
0.740031897926635;-0.231182795698925;-0.12;-0.183870967741935;-0.114503816793893;0.72211184053906
0.750413223140496;-0.233449477351916;-0.0229007633587785;-0.0695364238410594;-0.0791366906474819;0.733863166045856
0.758147512864494;-0.209677419354839;-0.179575444635686;-0.178947368421053;-0.175931460450289;0.731601201382962
0.762923351158645;-0.241573033707865;-0.0588235294117649;-0.179245283018868;-0.125786163522013;0.7397513924813
0.764378478664193;-0.189808633733867;-0.169230769230769;-0.2;-0.175931460450289;0.71345007092513
0.762088974854932;-0.086378737541528;-0.154929577464789;-0.145021645021645;-0.215460175101431;0.72209934253606
0.755555555555556;-0.232993197278912;-0.200368069933287;-0.137135474344777;-0.186366932559826;0.714859253642617
0.744186046511628;-0.123893805309735;-0.154929577464789;-0.143260694108152;-0.215460175101431;0.706726153073236
0.727272727272727;-0.16931216931217;-0.241094863142107;-0.143260694108152;-0.129943502824859;0.689938280734786
0.703962703962704;-0.202645502645502;-0.0588235294117649;-0.0906040268456376;-0.114503816793893;0.681663019356913
0.673218673218673;-0.16931216931217;0.00471698113207568;-0.0281249999999998;-0.0620689655172414;0.646915873615366
0.633766233766234;-0.212008281573499;-0.154929577464789;-0.1875;-0.125925925925926;0.606437266736281
0.584022038567493;-0.240740740740741;-0.169230769230769;-0.13265306122449;-0.114503816793893;0.565830109980633
0.521994134897361;-0.277777777777778;-0.0265486725663717;-0.172727272727272;-0.110939510939511;0.499936774896826
0.445141065830721;-0.311764705882353;-0.169230769230769;-0.179245283018868;-0.125786163522013;0.428501213852578
0.35016835016835;-0.241573033707865;-0.0265486725663717;-0.172727272727272;-0.105263157894737;0.336012495727728
0.232727272727273;-0.176767676767677;-0.169230769230769;-0.168508287292818;-0.110939510939511;0.22416303759067
0.0869565217391304;-0.086378737541528;-0.254397254397254;-0.141709695926563;-0.197994987468672;0.0577234576725464
0.0869565217391304;-0.135371179039301;-0.247619047619048;-0.246962844728208;-0.258676351896691;0.0935558829253053
0.232727272727273;-0.166535122336227;-0.235071806500378;-0.248807431584233;-0.238095238095238;0.220574983757693
0.35016835016835;0.215277777777778;0.0175438596491231;0.118243243243243;0.0383838383838383;0.328134039608375
0.445141065830721;0.0845752608047694;-0.181818181818182;0.147260273972603;0.111111111111111;0.422351894205095
0.521994134897361;-0.156532356532356;-0.221560846560846;-0.248807431584233;-0.258676351896691;0.485640640296936
0.584022038567493;-0.108337186007089;-0.147058823529412;-0.248807431584233;-0.258676351896691;0.541346546814471
0.633766233766234;0.0845752608047694;-0.197204968944099;-0.240826732222526;-0.238095238095238;0.595487304780828
0.673218673218673;-0.14601670051907;0.0229007633587785;0.0148809523809522;0.0383838383838383;0.650428516836498
0.703962703962704;0.0133689839572188;-0.181818181818182;0.145390070921986;0.0559999999999997;0.685834239278844
0.727272727272727;-0.0547798066595061;0.0265486725663717;0.118243243243243;0.10077519379845;0.712005573666136
0.744186046511628;0.131944444444445;-0.147058823529412;0.149305555555555;0.10077519379845;0.730487165374911
0.738095238095238;-0.0892558028236422;0.0265486725663717;-0.0473815461346638;-0.0211267605633805;0.711894788504013
0.720454545454545;0.0180722891566265;-0.169570267131243;0.0306122448979593;-0.0324929971988794;0.703859136847814
0.696172248803828;0.0133689839572188;-0.108108108108108;0.080985915492958;-0.0324929971988794;0.683146416782545
0.664141414141414;0.206885026737968;-0.181818181818182;0.0306122448979593;-0.0211267605633805;0.653198417283489
0.622994652406417;0.0576923076923077;-0.169570267131243;0.145390070921986;0.0559999999999997;0.613259472213364
0.571022727272727;0.0878378378378382;0.0265486725663717;0.080985915492958;0.0559999999999997;0.562924442407003
0.506060606060606;0.1875;-0.108108108108108;0.124113475177305;0.111111111111111;0.500290491626007
0.425324675324675;0.1875;-0.181818181818182;0.138297872340425;0.0866141732283465;0.421761603902752
0.325174825174825;0.0576923076923077;-0.108108108108108;-0.0410958904109591;-0.120203421174295;0.325254159340629
0.200757575757576;0.215277777777778;-0.181818181818182;0.102836879432624;-0.0211267605633805;0.208678338403583
0.0454545454545455;-0.129375951293759;-0.169570267131243;-0.0546318289786223;-0.128529287821324;0.0745218044836121
0.130434782608696;-0.196261682242991;-0.215442092154421;-0.129955947136564;-0.113207547169811;0.136604317405051
0.272380952380952;-0.23463687150838;-0.122222222222222;-0.126338329764454;-0.134715025906736;0.253479677665589
0.386243386243386;-0.265251196172249;-0.284090909090909;-0.272008055235903;-0.185828877005348;0.361593553824322
0.477832512315271;-0.241978609625669;-0.135802469135802;-0.281180709534368;-0.243567753001715;0.45276488990009
0.551459293394777;-0.147208121827411;-0.299194476409666;-0.277400169923535;-0.185828877005348;0.52904869670712
0.61038961038961;-0.301988636363636;-0.299194476409666;-0.281180709534368;-0.214700193423598;0.589579976976403
0.657142857142857;-0.273028296207104;-0.228650137741047;-0.229718066743383;-0.104702194357367;0.637011756017473
0.693693693693694;-0.147208121827411;-0.303439803439804;-0.258931164681963;-0.214700193423598;0.672775295729059
0.721611721611722;-0.241978609625669;-0.111492281303602;-0.258931164681963;-0.185828877005348;0.698397199505355
0.742160278745645;-0.273028296207104;-0.228650137741047;-0.268695014662757;-0.239346590909091;0.713811864491684
0.750566893424036;-0.186131386861314;-0.303439803439804;-0.234054252199413;-0.272727272727273;0.709651179473874
0.735714285714286;-0.124413145539906;-0.0961538461538461;-0.211813567143516;-0.234146341463415;0.672086053218844
0.714285714285714;-0.195833333333333;-0.215442092154421;-0.268695014662757;-0.25984251968504;0.674149471908604
0.685185185185185;-0.176190476190476;-0.135802469135802;-0.243801652892562;-0.226027397260274;0.631022406770996
0.647058823529412;-0.234042553191489;-0.0961538461538461;-0.129955947136564;-0.120879120879121;0.601239272802202
0.598214285714286;-0.181818181818182;-0.122222222222222;-0.120283018867924;-0.134715025906736;0.562913898111457
0.536507936507936;-0.211055276381909;-0.122222222222222;-0.132584269662921;-0.125714285714286;0.508089324026297
0.459183673469388;-0.211055276381909;-0.144736842105263;-0.109780439121756;-0.134715025906736;0.435765470553018
0.362637362637363;-0.240506329113924;-0.123809523809524;-0.118257261410789;-0.134715025906736;0.350089690285481
0.242063492063492;-0.152777777777778;-0.111492281303602;-0.118257261410789;-0.120879120879121;0.245069029669821
0.0909090909090909;-0.240506329113924;-0.111492281303602;-0.21900826446281;-0.185828877005348;0.0798748980864212
0.0909090909090909;-0.365508021390374;0.122222222222222;-0.362754973558298;-0.233931673422119;0.10201981233113
0.242063492063492;-0.0454545454545454;-0.181818181818182;-0.0197947214076247;0.0705738705738705;0.251947926368694
0.362637362637363;0.0744336569579287;-0.181818181818182;-0.0758893280632411;0.0739279137069193;0.359048505099687
0.459183673469388;-0.390151515151515;-0.292134831460674;-0.206864564007421;0.0702947845804988;0.442321307323969
0.536507936507936;0.0892320892320892;0.0272108843537414;-0.0268422385414026;0.0665763935906119;0.516329687503564
0.598214285714286;0.0461152882205514;0.105691056910569;-0.0268422385414026;0.0739279137069193;0.574232931982764
0.647058823529412;-0.123011363636364;-0.292134831460674;-0.0454545454545457;0.0739279137069193;0.618672331697159
0.685185185185185;0.0925083409159843;-0.292134831460674;-0.0251450676982593;-0.0516528925619839;0.643467493432393
0.714285714285714;0.0892320892320892;-0.0762463343108504;-0.101275917065391;0.0739279137069193;0.677887598453752
0.735714285714286;-0.374545454545455;-0.181818181818182;-0.306122448979592;-0.360153256704981;0.668596260802973
0.750566893424036;-0.258485639686684;-0.181818181818182;-0.269170579029734;-0.323741007194245;0.67700028472503
0.735714285714286;-0.40948275862069;0.123809523809524;-0.31064572425829;-0.360153256704981;0.676021333153984
0.714285714285714;-0.40948275862069;0.0857142857142854;-0.31064572425829;-0.323741007194245;0.648017722840246
0.685185185185185;0.0461152882205514;-0.0762463343108504;-0.366244411326378;-0.336962438758846;0.648531249585483
0.647058823529412;0.0825934893731505;-0.181818181818182;-0.0270270270270268;0.0739279137069193;0.584618556570495
0.598214285714286;-0.123011363636364;-0.292929292929293;-0.126632897893895;-0.0516528925619839;0.558922404293811
0.536507936507936;0.0966183574879225;-0.181818181818182;-0.0197947214076247;-0.233931673422119;0.492776081688814
0.459183673469388;-0.199604743083004;0.122222222222222;-0.0454545454545457;0.0702947845804988;0.417939569264277
0.362637362637363;-0.402771025765678;0.0879120879120876;-0.31064572425829;-0.359832635983264;0.304674978429266
0.242063492063492;-0.309815950920245;0.115702479338843;-0.258358662613982;-0.360153256704981;0.186247834011246
0.0909090909090909;-0.412244897959184;0.105691056910569;-0.317117117117117;-0.347826086956522;0.062435531114962
0.0909090909090909;0.0330882352941175;-0.252873563218391;0.0384615384615387;0.0290697674418604;0.09864553583978
0.242063492063492;0.00632911392405046;-0.25531914893617;0.0399999999999999;0.0290697674418604;0.226631293284857
0.362637362637363;-0.2996632996633;-0.252873563218391;-0.371272727272728;-0.225683407501589;0.327711820399021
0.459183673469388;-0.0133689839572188;-0.411025145067698;-0.113215488215488;-0.197628458498024;0.434020697144131
0.536507936507936;-0.230232558139535;-0.363636363636364;-0.262213104244134;-0.28310502283105;0.451712963322564
0.598214285714286;-0.135647816750178;-0.27958833619211;-0.359893048128342;-0.277002700270027;0.554481954231643
0.647058823529412;0.0955882352941178;-0.0919540229885057;0.0477386934673366;0.04375;0.609148215258105
0.685185185185185;0.0335570469798658;-0.126760563380282;0.0365853658536583;0.04375;0.646506136448126
0.714285714285714;0.0547798066595061;-0.0865800865800867;0.0399999999999999;0.0290697674418604;0.670446246332127
0.735714285714286;-0.0133689839572188;-0.204545454545455;-0.208924103419516;-0.0881953867028495;0.711136602616819
0.750566893424036;-0.206885026737968;-0.252873563218391;-0.374352331606217;-0.290471560525037;0.720029574693615
0.735714285714286;-0.0845752608047694;-0.216783216783217;-0.0865734265734265;-0.0383838383838383;0.712855393557076
0.714285714285714;0.00578034682080936;-0.204545454545455;-0.355614973262032;-0.270376175548589;0.681910257982003
0.685185185185185;-0.293153049482163;-0.216783216783217;-0.331818181818182;-0.225683407501589;0.640887051162406
0.647058823529412;-0.296747967479675;-0.349173553719008;-0.331818181818182;-0.305084745762712;0.590870953462411
0.598214285714286;0.0143540669856461;-0.252873563218391;0.0384615384615387;0.0290697674418604;0.552062725191266
0.536507936507936;0.0955882352941178;-0.233009708737864;0.0477386934673366;0.0290697674418604;0.502709102096957
