"V1";"V2";"V3";"V4";"sil"
0.61952380952381;0.216470588235295;0.950511363636364;0.935488721804511;0.844534172502813
0.576734693877551;-0.673913043478261;0.932328767123288;0.935488721804511;0.756740816670971
-0.322424242424242;-0.353769676884838;-0.362745098039216;-0.447712418300653;-0.117103651175361
-0.295483870967742;-0.5279593318809;-0.369453044375645;-0.311764705882353;-0.121063254810485
-0.382042253521127;-0.353769676884838;-0.357142857142857;-0.441176470588235;-0.0262524763194912
-0.427588579291366;-0.0287356321839079;0.0760869565217392;0.373397435897436;-0.0266786682628321
-0.140909090909091;-0.244;-0.0513513513513514;0.418803418803418;-0.00582837972837052
-0.170370370370371;-0.320754716981132;-0.423423423423423;0.301724137931034;-0.189843861405163
-0.148387096774194;-0.384615384615385;0.0648148148148151;-0.469785575048733;0.0269704587572797
0.640663507109005;-0.566326530612245;0.950147492625369;0.935488721804511;0.793972340773809
0.0488607594936694;0.317058823529412;0.932328767123288;0.798317757009346;0.764503164278114
0.686892655367232;-0.566326530612245;0.929018404907975;0.935488721804511;0.803570159494183
0.679020979020979;0.216470588235295;0.929018404907975;0.431851851851852;0.789141581537205
-0.491559633027523;-0.0192307692307691;0.00199401794616126;0.441176470588235;0.248762876047594
-0.733079847908745;-0.0105973025048172;0.172108467072496;0.416568047337278;0.0720570102857169
-0.334844559585492;-0.615652173913043;-0.321323529411765;-0.447712418300653;-0.0913168391401665
0.48891031822565;-0.0892857142857143;0.263101604278074;0.311764705882353;0.429130270964134
-0.513184584178499;-0.503205128205128;0.325;-0.25;0.163945072769264
-0.0756302521008409;0.0892857142857143;0.320754716981132;-0.363207547169811;0.205416394958277
-0.170370370370371;-0.489711934156379;-0.418181818181818;0.335106382978723;-0.139355562988281
0.0826666666666666;0.0892857142857143;0.2125;-0.25;0.14784960452933
0.640663507109005;0.0533333333333334;0.950511363636364;0.8895;0.812821806934236
0.686892655367232;0.0533333333333334;0.929018404907975;0.935488721804511;0.826672949733913
0.61952380952381;0.216470588235295;0.950511363636364;0.8895;0.842536420459126
-0.341348218119365;-0.0466666666666664;-0.110160427807487;0.416568047337278;0.0605331666803314
0.507303592577971;-0.0892857142857143;0.371848739495798;-0.156327543424318;0.432206451152887
0.679020979020979;0.271219512195122;0.950511363636364;0.935488721804511;0.841268155022607
0.576734693877551;-0.733589087809037;0.950511363636364;0.935488721804511;0.738859441875449
-0.59548289229732;0.328813559322034;0.894504792332268;0.8895;0.688929390212788
-0.737282229965157;-0.0287356321839079;0.183637172076478;0.416568047337278;0.0516550093938871
-0.527629233511586;0.0892857142857143;-0.545454545454545;-0.68465736810188;-0.457407524434258
0.278791976560739;-0.34452736318408;0.110160427807487;0.311764705882353;0.224909193349022
-0.225531914893617;-0.5279593318809;-0.369453044375645;-0.311764705882353;-0.242159816504916
-0.188356164383562;0.127705627705628;-0.23;-0.301724137931034;-0.0437998160125702
0.0826666666666666;0.244;0.309302325581395;-0.25;0.207413273561035
-0.561580882352941;-0.570747217806041;-0.320754716981132;-0.525390625;-0.165851917123071
-0.309462915601023;0.0892857142857143;0.309302325581395;-0.363207547169811;0.280542847927259
-0.293069306930694;-0.338888888888889;0.409090909090909;0.40796963946869;0.242527254606316
-0.377777777777778;0.127705627705628;-0.575221238938053;-0.40796963946869;-0.230903626620766
-0.263203091455561;-0.353769676884838;-0.321323529411765;0.156327543424318;-0.26723684731188
0.0756302521008409;-0.0892857142857143;0.362745098039216;0.441176470588235;0.37301605094703
0.104;-0.34640522875817;-0.20343137254902;-0.111111111111112;0.0413404905379217
-0.192886456908345;0.0892857142857143;0.110465116279069;-0.363207547169811;0.0841350527063314
-0.127155172413793;0.244;-0.298986486486487;-0.418803418803418;-0.1060607287457
0.691875;-0.566326530612245;0.950147492625369;0.87;0.814201341393047
0.491559633027523;0.0533333333333334;0.950511363636364;0.935488721804511;0.834081560242547
0.507303592577971;0.215686274509803;0.409090909090909;0.311764705882353;0.436128131363235
-0.188636363636363;-0.342995169082125;0.19683257918552;0.0507099391480727;0.0831230589778946
-0.309604519774011;-0.5279593318809;-0.362745098039216;-0.311764705882353;-0.0597261903028289
0.0756302521008409;0.299719887955182;0.19683257918552;0.441176470588235;0.336365740848216
-0.446808510638298;-0.152173913043479;-0.263101604278074;0.416568047337278;-0.19687915145556
-0.309604519774011;-0.597938144329897;-0.388235294117647;-0.441176470588235;-0.0719937249854784
-0.257142857142857;-0.0113268608414239;-0.388235294117647;-0.311764705882353;-0.0243744661600511
-0.411764705882353;-0.338235294117647;0.309302325581395;-0.335106382978723;0.25533019451299
0.00342465753424675;-0.384615384615385;0.0845588235294116;0.209183673469388;0.169965600155563
-0.103825136612021;-0.445669291338582;-0.0754257907542579;0.25;0.085954479236893
-0.195075757575758;0.295121951219512;0.309302325581395;-0.418803418803418;0.0691677240062335
-0.246822033898305;0.0804597701149418;-0.0259146341463412;0.590075512405609;0.136056923503176
0.61952380952381;0.328813559322034;0.950147492625369;0.8895;0.811192358817283
0.686892655367232;0.0533333333333334;0.801602787456446;0.935488721804511;0.761659559628348
0.679020979020979;0.0533333333333334;0.929018404907975;0.798317757009346;0.823506287959814
0.679020979020979;-0.38235294117647;0.905767195767196;0.935488721804511;0.822431956539216
-0.278791976560739;0.216470588235295;0.932328767123288;0.935488721804511;0.781523510067609
0.60780701754386;-0.652777777777778;0.932328767123288;0.8895;0.617477851265093
-0.427588579291366;-0.0113268608414239;-0.110160427807487;-0.311764705882353;-0.115324152960844
-0.192886456908345;-0.252631578947368;-0.545454545454545;-0.43355119825708;-0.256444049506806
0.0826666666666666;0.0892857142857143;-0.259615384615384;-0.111111111111112;-0.0205885672874531
0.127155172413793;-0.384615384615385;0.0422297297297296;0.209183673469388;0.105391267435554
-0.5;-0.570747217806041;-0.309302325581395;0.571619812583668;-0.0231771980890177
-0.195075757575758;0.244;-0.221491228070175;-0.418803418803418;-0.0955782912813238
-0.0318627450980394;-0.0804597701149418;-0.221491228070175;-0.209183673469388;-0.0546789009207753
-0.104;-0.372549019607843;0.0378289473684209;0.209183673469388;-0.00300689032293859
0.157333333333333;-0.215686274509803;-0.0648148148148151;-0.431818181818182;0.0838489041101795
0.126712328767123;-0.395555555555555;-0.0447761194029849;0.209183673469388;0.0923865297078563
0.691875;-0.673913043478261;0.950511363636364;0.935488721804511;0.803776421096396
0.541908396946565;-0.673913043478261;0.878312020460358;0.87;0.734200020241144
0.491559633027523;0.216470588235295;0.950147492625369;0.935488721804511;0.832484281445144
0.491559633027523;0.28;0.950147492625369;0.87;0.751945819182958
-0.334844559585492;-0.615652173913043;-0.388235294117647;-0.441176470588235;-0.0536334171557727
0.163218390804597;-0.560975609756097;0.135353535353535;-0.50531914893617;0.114719542481679
-0.104;-0.320754716981132;-0.145205479452055;0.335106382978723;-0.0420913586011757
0.0730158730158732;-0.560975609756097;-0.23;-0.0507099391480727;-0.0441914041983247
-0.0780487804878049;-0.0533333333333334;-0.0378289473684209;0.571619812583668;0.199490260000014
-0.59548289229732;0.225840707964602;0.950147492625369;0.798317757009346;0.629015091364302
0.640663507109005;0.271219512195122;0.851336633663366;0.935488721804511;0.784117628722811
0.61952380952381;-0.134199134199134;0.894504792332268;0.643191489361702;0.780608705292262
0.576734693877551;-0.38235294117647;0.932328767123288;0.935488721804511;0.776290834829561
0.679020979020979;-0.134199134199134;0.950511363636364;0.935488721804511;0.843245873679904
-0.429054054054054;-0.607194244604317;-0.321323529411765;-0.441176470588235;-0.045235944780842
0.48891031822565;0.299719887955182;-0.14249684741488;0.311764705882353;0.184492659845287
0.148387096774194;-0.215686274509803;0.143389199255121;-0.480769230769231;0.164504957028487
-0.411764705882353;-0.338235294117647;0.309302325581395;-0.335106382978723;0.25533019451299
0.0488607594936694;0.317058823529412;0.894504792332268;0.798317757009346;0.734798371377391
0.61952380952381;0.316;0.950147492625369;0.798317757009346;0.816736267543217
-0.278791976560739;0.261052631578947;0.950511363636364;0.935488721804511;0.709619131210048
-0.490196078431372;-0.127705627705628;-0.00199401794616126;0.373397435897436;-0.0959179340490604
-0.309462915601023;0.244;0.110465116279069;-0.363207547169811;0.0657923505089957
-0.507303592577971;-0.176056338028169;0.172108467072496;0.416568047337278;0.0302437674555415
-0.769026548672566;-0.599137931034483;-0.666666666666667;-0.589622641509434;-0.343371134362979
-0.509597523219815;0.176056338028169;-0.382911392405063;-0.672883787661406;-0.0915778786299373
-0.0318627450980394;0.295121951219512;-0.20343137254902;-0.571619812583668;0.00195724864890569
0.665257731958763;-0.38235294117647;0.932328767123288;0.935488721804511;0.820021116808522
0.0488607594936694;0.0533333333333334;0.894504792332268;0.935488721804511;0.769166278962427
0.61952380952381;0.0533333333333334;0.950147492625369;0.935488721804511;0.841198768701712
0.61952380952381;0.328813559322034;0.929018404907975;0.935488721804511;0.803696964057176
-0.420689655172414;0.0466666666666664;-0.764705882352941;-0.40796963946869;-0.39566125151789
-0.446808510638298;-0.152173913043479;-0.00199401794616126;0.156327543424318;-0.185837328142805
-0.541079241614001;-0.320754716981132;-0.406741573033708;-0.332620320855615;-0.229092627528579
-0.698271604938272;-0.127705627705628;0.159340659340659;0.373397435897436;0.0621683441601855
-0.603361344537815;0.0466666666666664;-0.588571428571429;-0.40796963946869;-0.202850145531798
0.679020979020979;0.0533333333333334;0.950147492625369;0.935488721804511;0.845262339272822
0.686892655367232;-0.673913043478261;0.950511363636364;0.87;0.798927956871067
0.665257731958763;-0.38235294117647;0.929018404907975;0.935488721804511;0.807206455040824
0.691875;-0.566326530612245;0.950147492625369;0.935488721804511;0.817898732674466
0.679020979020979;0.216470588235295;0.932328767123288;0.8895;0.841297759952477
0.61952380952381;0.328813559322034;0.801602787456446;0.798317757009346;0.733596018225312
0.309148936170213;0.316;0.950147492625369;0.935488721804511;0.807907294054818
-0.263203091455561;-0.353769676884838;-0.110160427807487;-0.311764705882353;-0.179761314885765
-0.733079847908745;-0.0113268608414239;0.183637172076478;0.416568047337278;0.0713309154631761
0.507303592577971;0.299719887955182;0.371848739495798;0.311764705882353;0.458399124157395
-0.170370370370371;-0.426111908177905;0.0378289473684209;0.301724137931034;0.0162009442052977
-0.417553191489362;-0.271219512195122;-0.0982142857142857;0.590075512405609;-0.0551188506912023
0.148387096774194;0.176056338028169;0.146919431279621;-0.661691542288557;0.152460684173525
-0.0730158730158732;-0.389090909090909;0.0859374999999999;0.301724137931034;0.109589017368412
0.0488607594936694;0.316;0.950147492625369;0.935488721804511;0.791642229390107
-0.622166246851385;0.298701298701299;0.905767195767196;0.935488721804511;0.687379268203233
0.309462915601023;-0.0892857142857143;0.371848739495798;0.40796963946869;0.421790231332541
-0.473809523809523;0.0892857142857143;-0.545454545454545;-0.68465736810188;-0.426434533330674
0.48891031822565;-0.0192307692307691;0.371848739495798;0.311764705882353;0.399951686174642
-0.277419354838709;-0.372549019607843;-0.424;0.301724137931034;-0.267565448099914
-0.0318627450980394;0.0892857142857143;0.2125;-0.418803418803418;0.113359689419895
-0.0999999999999998;-0.0533333333333334;0.0447761194029849;0.418803418803418;0.124800362129705
0.0488607594936694;0.0533333333333334;0.950147492625369;0.798317757009346;0.785855655870664
0.691875;0.271219512195122;0.950511363636364;0.87;0.833692371398702
-0.412234042553192;-0.615652173913043;-0.495145631067962;-0.447712418300653;-0.181986868873658
0.192886456908345;0.299719887955182;0.409090909090909;0.40796963946869;0.410273491215962
-0.0780487804878049;0.0804597701149418;-0.0859374999999999;0.590075512405609;0.214561844636218
0.130434782608696;-0.46524064171123;0.0506666666666666;-0.301724137931034;0.104628856722269
-0.0826666666666666;-0.384615384615385;0.0422297297297296;0.301724137931034;0.0644427052107631
-0.377777777777778;-0.215686274509803;-0.6;-0.40796963946869;-0.281888220202378
0.679020979020979;-0.673913043478261;0.929018404907975;0.935488721804511;0.784652840499007
0.686892655367232;-0.673913043478261;0.950511363636364;0.8895;0.798136350015838
0.640663507109005;-0.38235294117647;0.950511363636364;0.935488721804511;0.809317441574625
-0.425085616438356;-0.0892857142857143;-0.472413793103448;-0.239197530864198;-0.255044966555641
-0.427588579291366;-0.0287356321839079;0.120057512580877;0.416568047337278;0.0260643337929552
0.278791976560739;-0.264423076923077;0.388235294117647;-0.156327543424318;0.345951943975557
-0.446808510638298;-0.176056338028169;-0.110160427807487;0.156327543424318;-0.184604867379403
0.507303592577971;0.215686274509803;0.263101604278074;0.311764705882353;0.401563013072348
-0.148387096774194;-0.445669291338582;-0.143389199255121;-0.0904392764857893;0.0762297308280681
-0.104;-0.395555555555555;0.0422297297297296;0.301724137931034;-0.00264158876110567
