"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"sil"
-0.254295532646048;0.137748893435497;-0.348901098901099;0.311440301190003;-0.431689218681798;-0.485169491525424;-0.482411128284389;0.35206786379251;-0.413789237668162;-0.0686956521739124;-0.132778498892875;-0.305147491267698
-0.396067480028383;-0.316256308304021;-0.442729178578235;-0.408439009661836;-0.488248152388882;-0.730045112781955;-0.704687266011082;-0.259581958195822;-0.926287262872629;-0.410809340637992;-0.64443411573321;-0.428924798760232
-0.392801251956182;-0.379548002596329;-0.422045680238332;-0.132945516458569;-0.609058880051246;-0.701924137604992;-0.736060577790217;-0.578934299302532;-0.558689717925386;-0.23972197574682;-0.562027793747858;-0.576942221941693
-0.55398137216319;-0.481032547699214;-0.525870244827707;0.0426239605789956;-0.280516129032257;-0.12515681302549;-0.023581625374199;0.0800831202046129;-0.193121238177129;-0.513242662848962;-0.0863784286378435;0.0634742820104369
-0.55398137216319;-0.481032547699214;-0.525870244827707;0.0426239605789956;-0.280516129032257;-0.12515681302549;-0.023581625374199;0.0800831202046129;-0.193121238177129;-0.513242662848962;-0.0863784286378435;0.0634742820104369
-0.392801251956182;-0.379548002596329;-0.422045680238332;-0.132945516458569;-0.609058880051246;-0.701924137604992;-0.736060577790217;-0.578934299302532;-0.558689717925386;-0.23972197574682;-0.562027793747858;-0.576942221941693
-0.363485764217577;-0.24784551548037;-0.651057401812689;-0.0693281136198108;-0.501703088522332;-0.329282274707636;-0.287191038973061;-0.118781681055555;-0.420583157490887;-0.345039018952062;-0.659614486121261;-0.0625753929450694
-0.254295532646048;0.137748893435497;-0.348901098901099;0.311440301190003;-0.431689218681798;-0.485169491525424;-0.482411128284389;0.35206786379251;-0.413789237668162;-0.0686956521739124;-0.132778498892875;-0.305147491267698
-0.396067480028383;-0.316256308304021;-0.442729178578235;-0.408439009661836;-0.488248152388882;-0.730045112781955;-0.704687266011082;-0.259581958195822;-0.926287262872629;-0.410809340637992;-0.64443411573321;-0.428924798760232
-0.37990465713238;-0.392999096657633;-0.581766917293233;-0.202191235059761;-0.556867747510493;0.188263886442887;0.0629938383472272;-0.606242706101622;-0.297403472014365;-0.36747491638796;-0.434217799889442;0.218921099481813
-0.32713590084108;-0.504841768992712;-0.521800281293952;-0.234449760765551;-0.557823129251701;-0.262626262626263;-0.376146788990826;-0.418671833509387;-0.399736147757257;-0.425726265348907;-0.521293411010251;-0.212410832559478
-0.13728432108027;-0.536468984321745;-0.403314917127072;-0.741255390512698;-0.619840197806726;-0.173363949483352;-0.249960087275824;-0.589256122261093;-0.423498804668824;-0.414316702819956;-0.652262650432825;0.0286638002089843
-0.427394146064223;-0.539099084716901;-0.196246726796625;-0.849420849420849;-0.430386310604096;0.0880893300248138;-0.315386878493675;-0.145893158429892;-0.511877828054298;-0.346185679240641;-0.373191899710704;-0.133684865725459
-0.331324460163813;-0.27721340388007;-0.428863868986694;-0.517301038062284;-0.70514097054816;-0.271360197134598;-0.38991506618716;-0.117785523553974;-0.292424743632153;-0.446336707600398;-0.534287976400516;-0.110997544981074
-0.288939051918736;-0.309384458789811;-0.374689826302729;0.420440747786675;-0.370260838705862;-0.323660714285714;-0.497547261269995;0.439197722860007;-0.349770642201835;-0.295854299327604;-0.460154522515023;-0.399212437799666
-0.500553910974702;-0.410523611669571;-0.305491329479768;-0.202191235059761;-0.710851202079272;0.188263886442887;-0.265761427837699;-0.203717016630255;-0.458966565349545;-0.330323551542513;-0.499598393574298;-0.188942418358367
-0.283149826479914;-0.340076223981237;-0.76963601532567;-0.94710507505361;-0.550109242899212;-0.727045738281693;-0.729038738840913;-0.465372344143317;-0.471428571428574;-0.923156801661475;-0.772610206445459;-0.657140131561029
-0.438489736070381;-0.974358974358974;-0.761904761904762;-0.775974025974026;-0.623899371069182;-0.687483668669977;-0.453616456536165;-0.39604388010711;-0.890476190476189;-0.610169491525424;-0.425000000000001;-0.119455242457763
-0.5111932635038;-0.17048717948718;-0.575828460038987;-0.951254480286738;-0.764643237486688;-0.648941662364481;-0.382684225273186;-0.390804347510621;-0.532212885154061;-0.260199456029011;-0.595069934912062;-0.00601364087085993
-0.39519452251643;-0.392585954817714;-0.811377245508982;-0.279620570337668;-0.575206740521142;-0.379100999570737;-0.338640538885487;-0.43568217620166;-0.347870879120878;-0.421347018798293;-0.73336317910094;-0.201334920878229
-0.438489736070381;-0.974358974358974;-0.761904761904762;-0.775974025974026;-0.623899371069182;-0.687483668669977;-0.453616456536165;-0.39604388010711;-0.890476190476189;-0.610169491525424;-0.425000000000001;-0.119455242457763
-0.431262879010892;-0.330330505995905;-0.295433364398881;0.00315379316283462;-0.230585424133811;-0.497570093457944;-0.586810316682991;-0.312137684275736;-0.443039169419537;-0.937777777777778;-0.438321068411011;-0.50299456380039
-0.311377035373386;-0.382805429864253;-0.544536271808999;-0.461375271758188;-0.662166507561674;-0.188719986180687;-0.219971514480139;-0.41958168971569;-0.382572614107883;-0.526607095225393;-0.29475614591594;-0.0497423822336752
-0.448946515397083;-0.973010517959913;-0.822255414488424;-0.472413793103448;-0.15971692977681;-0.53806684733514;-0.391204530185238;-0.366283907472125;-0.657403930404306;-0.313131313131314;-0.710333306817277;-0.136712487117238
-0.44122965641953;-0.483736664064532;-0.524279835390947;-0.721995094031071;-0.425019825535289;-0.687047994740302;-0.555355854843859;-0.490480036353455;-0.462836624775582;-0.417617260104231;-0.158289572393099;-0.337158188124653
-0.377895824110964;-0.409805301430917;-0.525870244827707;-0.176448402304873;-0.515906562847608;-0.490293749627599;-0.181314886246507;0.0621918594313389;-0.395107487027429;-0.261697258873362;-0.231277533039648;-0.180865380309855
-0.395674300254453;-0.420989769953783;-0.426111908177905;-0.948060941828255;-0.4210407239819;-0.558087602238485;-0.427973342447027;-0.0982233064734819;-0.375743162901307;-0.159406191845711;-0.292048054919909;-0.347338733412517
-0.536324786324786;-0.44614755773554;-0.449025487256372;-0.407476930634013;-0.451262477980035;-0.0332712889716147;-0.0639534883720931;-0.578216492948441;-0.60119370591427;-0.381746810598626;-0.117847785500244;0.104861324312122
