"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"sil"
0.027934114405942;0.0911385669843965;-0.0270226609085474;0.0854608850749677;0.21231079689865;0.129454559900341;0.153555538983961;0.0787827233607367;-0.0683779916128769;0.114983210725407;0.0675823218602626;0.171152461197891
-0.254383308473434;-0.161363796799423;-0.0300217785266896;0.103317025629025;-0.173575293243469;0.653730502486504;-0.153274327432222;0.143189249256499;-0.0822986585938705;-0.0955778208679419;-0.0323197353118999;0.155081225540489
-0.0664042588095883;0.119659842537957;-0.013915531580712;0.0174896683937181;0.159430358637443;0.0165896493582442;-0.264990559748406;-0.0470491186017773;0.0421052842009684;0.115270092376075;-0.0658026228548355;-0.172527087530276
0.0590589881662074;-0.0611339909110443;-0.0165213687093357;0.0968899432106575;0.072884877109667;0.0518525352792796;0.191552768847754;-0.00617420422656473;0.00997708950675673;0.0917968372224039;-0.0343456784246815;0.210101394780358
0.0590589881662074;-0.0611339909110443;-0.0165213687093357;0.0968899432106575;0.072884877109667;0.0518525352792796;0.191552768847754;-0.00617420422656473;0.00997708950675673;0.0917968372224039;-0.0343456784246815;0.210101394780358
-0.0664042588095883;0.119659842537957;-0.013915531580712;0.0174896683937181;0.159430358637443;0.0165896493582442;-0.264990559748406;-0.0470491186017773;0.0421052842009684;0.115270092376075;-0.0658026228548355;-0.172527087530276
-0.0898090035058586;0.108555232476705;-0.0158566929465096;0.0250039470986886;0.21231079689865;0.0165896493582442;-0.102604778426149;-0.0651646593978202;0.00378775434336616;0.108387581758797;0.0183624760476493;0.057568121874226
0.027934114405942;0.0911385669843965;-0.0270226609085474;0.0854608850749677;0.21231079689865;0.129454559900341;0.153555538983961;0.0787827233607367;-0.0683779916128769;0.114983210725407;0.0675823218602626;0.171152461197891
-0.254383308473434;-0.161363796799423;-0.0300217785266896;0.103317025629025;-0.173575293243469;0.653730502486504;-0.153274327432222;0.143189249256499;-0.0822986585938705;-0.0955778208679419;-0.0323197353118999;0.155081225540489
-0.0664042588095883;-0.0963462605838735;-0.00771940714722166;-0.288113181998353;0.213371137756508;-0.180542186355681;-0.157783980509217;-0.155416150367363;0.0265487304583838;0.114983210725407;-0.125516457418105;-0.0080038233646954
0.0664042588095883;-0.232016503882123;-0.0323476490234948;0.0997686801812903;-0.154121000169536;0.627146799560593;-0.0682841556747705;-0.122493209857624;-0.0189601693335781;-0.0120800977745857;-0.118993574155638;0.0639058636268658
0.0749827611373122;-0.302005419289283;-0.0336507635872312;0.0822656429255951;-0.168556916904332;0.654374522833567;-0.177094667542582;0.0840005541092526;-0.0583043548477939;-0.0433610068278571;-0.0016219447113886;0.149408792033435
0.0547224105797275;-0.33331614063139;-0.0374675442733054;0.0921981793943325;-0.205158443790393;0.657701629352338;-0.0933888894251095;-0.021077964976738;-0.0747463920566834;0.033342116186843;0.0182501656075089;0.0536207536679644
0.0522651249818864;0.165534284435345;0.013915531580712;-0.101169291528574;-0.213602516536725;-0.0130520131985565;0.0424654151717927;0.0993234904810815;-0.0453555745734904;-0.175013344659738;0.118201729673307;0.0428383997831627
-0.0734192538273761;-0.0507730060108348;-0.0154462532818614;0.0932402397557896;0.153805595678657;0.270766690045055;0.161342268947373;0.0866623239707078;-0.0672394554020505;-0.0360865514159061;0.0016219447113886;0.196977658569081
-0.0522651249818864;-0.164421709596441;-0.0185872379004022;-0.288113181998353;0.0519492871185244;-0.180542186355681;-0.249688090434808;-0.240320700058536;0.038243459998431;0.0216103126878328;-0.17144150518831;-0.0927101656223456
-0.0837784431520893;-0.0700891083662944;-0.0136092464736837;-0.279753537253283;0.206169460065814;0.0165896493582442;-0.266009531265252;-0.191292032931899;0.0343106962375398;0.0390029112567992;0.0183624760476493;-0.170661889139585
0.0898090035058586;-0.110283392842389;0.00265627950005654;-0.0921981793943325;-0.0345619005917694;-0.500152324767131;0.0933888894251095;0.131712094903741;-0.0631177523746392;-0.07416764737523;0.10705573977574;0.0646340902197753
-0.0194712970174583;-0.0593712664798885;-0.0300208645647542;0.0894038516454058;-0.154121000169536;0.654374522833567;-0.184487856451562;-0.0543825693421441;-0.0511264956824449;-0.0433610068278571;-0.0782556250926142;-0.0212294824080001
-0.0659735796625152;0.134247989090253;-0.0156526998387183;0.0583141995702788;0.213371137756508;0.315972608485016;-0.126304994282554;-0.0137433950884504;0.0265487304583838;0.0857144430390086;0.0323197353118999;0.0275908093297863
0.0898090035058586;-0.110283392842389;0.00265627950005654;-0.0921981793943325;-0.0345619005917694;-0.500152324767131;0.0933888894251095;0.131712094903741;-0.0631177523746392;-0.07416764737523;0.10705573977574;0.0646340902197753
-0.250067241343122;-0.134247989090253;-0.0353380878491294;0.10045053527582;-0.19423438977725;0.632760807415676;-0.169345339956234;-0.0993234904810815;-0.0688538789004151;-0.0674697067919589;-0.0287385324249069;0.0952155928955341
0.014859634535307;-0.0565553583249584;0.00949081172382715;-0.104339129611273;-0.252187523720528;-0.270766690045055;0.168076655286094;-0.102452353171291;-0.0527859833080487;-0.194438681111156;-0.0871038368561754;0.153929744315366
0.0208934633998023;0.0576537861602602;0.0156526998387183;0.101169291528574;-0.0143129090995338;0.409945886343531;-0.18116968184965;0.160760139528389;-0.0291846902383636;-0.0711542460220228;-0.0501881659269821;-0.0800898528592189
-0.224003065890347;-0.232016503882123;-0.0323476490234948;0.0952438060838671;-0.133590962666701;0.657701629352338;-0.134060856014613;0.0470491186017773;-0.0605340885609768;-0.108387581758797;0.051979601710372;0.099159518424142
0.027934114405942;0.0177408934588369;-0.0165213687093357;0.097929969564666;0.206169460065814;-0.206120617610046;0.117113394900899;-0.0137433950884504;0.038243459998431;0.0857144430390086;-0.0934521985249046;0.144647778572337
0.00892170428584168;-0.0242749288082006;-0.0285482508663885;-0.276287450537028;0.133590962666701;0.36491679660467;-0.0155122129950072;-0.188107781852861;0.0536038309889892;0.115270092376075;-0.051979601710372;0.115459804833665
0.027934114405942;0.119659842537957;-0.015041322192646;0.0976246508490962;0.145786454385943;0.188803300181686;-0.0603058174627266;0.0256978574521932;0.0643541617169573;0.0433610068278571;-0.0980003839735696;0.104171213007353
-0.0194712970174583;-0.232016503882123;-0.0223647841957839;0.0894038516454058;-0.198100696342072;0.654374522833567;-0.153274327432222;-0.0835081826319662;-0.0803106324622608;-0.0955778208679419;-0.102053189997966;0.132692822478665
-0.0590589881662074;-0.173036024362264;0.0270226609085474;-0.106452348632188;-0.0606914405528157;-0.381939421013912;0.176643392302516;0.130568917304065;0.0389614055988433;-0.0434740172087296;0.119332678070504;0.168841462942261
0.0747941251877563;-0.27522262509507;-0.0334412237714598;-0.144097076414931;-0.213371137756508;0.614032410961522;-0.134060856014613;-0.0752045134894324;-0.0853132626788458;-0.0433610068278571;0.051979601710372;0.0507403690287297
