"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"sil"
0.0879455047066916;0.102896586180787;-0.100331609608154;0.188800966448288;-0.00692241965372165;-0.0391832298725557;-0.0172575554731143;0.299800067721991;0.0572437357757929;-0.041835189656138;0.441095063366903;-0.0157174261436446
0.0184485638191985;-0.13719604450994;-0.125698930230393;-0.462713630139291;-0.0981005839995499;-0.500701369762325;0.581072296339805;0.0483085378260381;0.00869900488314508;-0.114077676460656;-0.502436776778294;0.229429958445427
-0.147759460129746;-0.195977230825958;-0.0207154292207681;0.0320993061765251;-0.269294206730471;0.173724970962422;0.682340341874088;-0.303047674660017;-0.0328457250319028;-0.0687352351624969;-0.395252608325925;0.595456920418822
0.115522051600228;-0.0327743064257009;-0.21050307829627;0.162945903727492;0.142882776458781;0.0741517739427766;0.587154954018382;0.230513630492919;0.0840301218790665;-0.156014985053197;0.329269488690795;0.460350586162954
0.115522051600228;-0.0327743064257009;-0.21050307829627;0.162945903727492;0.142882776458781;0.0741517739427766;0.587154954018382;0.230513630492919;0.0840301218790665;-0.156014985053197;0.329269488690795;0.460350586162954
-0.147759460129746;-0.195977230825958;-0.0207154292207681;0.0320993061765251;-0.269294206730471;0.173724970962422;0.682340341874088;-0.303047674660017;-0.0328457250319028;-0.0687352351624969;-0.395252608325925;0.595456920418822
0.0130642224300551;-0.142146169477622;-0.0958731425901391;-0.0218111298618971;0.00692241965372165;-0.173724970962422;0.657856922545662;-0.0326653574307653;-0.0927825282250617;-0.0352414786365843;-0.471145883203744;0.506239594887553
0.0879455047066916;0.102896586180787;-0.100331609608154;0.188800966448288;-0.00692241965372165;-0.0391832298725557;-0.0172575554731143;0.299800067721991;0.0572437357757929;-0.041835189656138;0.441095063366903;-0.0157174261436446
0.0184485638191985;-0.13719604450994;-0.125698930230393;-0.462713630139291;-0.0981005839995499;-0.500701369762325;0.581072296339805;0.0483085378260381;0.00869900488314508;-0.114077676460656;-0.502436776778294;0.229429958445427
-0.0802807188349367;0.0519028787573041;-0.0748145603521737;-0.462340756781989;0.0428518355562645;-0.285997112560239;0.496019830179421;0.00143715269324848;-0.0536887353359174;0.041835189656138;-0.082820341438453;0.315062089464664
